headword	grammar	genitive	etymology
πεντά-βρᾰχυς	ὁ		sc. πούς
πεντά-γαμβρος	ον		
πεντά-γραμμον	τό		
πεντα-γωνισμός	ὁ		
πεντά-γωνος	ον		
πεντα-δακτῠλῐαῖος	ον		
πεντα-δάκτῠλος	ον		
πεντάδαρχος	ὁ		
πεντάδιον	τό		
πεντά-δραχμος	ον		
πεντά-δωρος	ον		δῶρον II.2
πεντάεθλος	ον		
πεντάειδος	ον		εἶδος IV
πεντᾰετ-ηρής	ές		
πεντᾰετ-ηρία	ἡ		
πεντᾰετ-ηρίς	ἡ	ίδος	
πεντᾰέτ-ηρος	ον		
πεντᾰετ-ής	ές		v. διέτης
πεντᾰετ-ία	ἡ		
πεντά-ζωνος	ον		
πεντά-θετος	ον		
πενταθλ-ία	ἡ		
πεντάθλ-ιον	τό		
πένταθλ-ον	τό		
πένταθλ-ος	ὁ		
πένταιχμος	ον		
πεντᾰ-κέλευθος	ον		
πεντᾰ-κέφᾰλος	ον		
πεντά-κλᾰδος	ον		
πεντά-κλῑνος	ον		
πεντά-κοινον	τό		
πεντα-κόλουρος	ον		
πεντᾰκοσι-άρχης	ὁ	ου	
πεντᾰκοσι-αρχία	ἡ		
πεντᾰκοσιόδραχμος	ον		
πεντᾰκοσιομέδιμνος	ὁ		
πεντᾰκοσι-οστύς	ἡ	ύος	
πεντᾰ-κῡμία	ἡ		
πεντά̆-κωπος	ον		
πεντά̆-λεκτρος	ον		
πεντά̆-λῑτρος	ον		
πεντ-αλκία	ἡ		
πέντ-αλφα	τό		
πεντᾰ-μερής	ές		
πεντά-μετρος	ον		
πεντα-μηνιαῖος	ον		
πεντά-μηνος	ον		
πεντα-μναῖος	ον		
πεντα-μοδιαῖος	ον		
πεντα-μοιρία	ἡ		
πεντα-μοιριαῖος	ον		
πεντά-μορφος	ον		
πεντά-μῠρον	τό		
πεντα-νᾱΐα	ἡ		
πεντα-νούμμιον	τό		
πεντα-ξεστιαῖον	τό		
πεντά-οζος	ον		
πεντα-ούγκιον	τό		
πεντα-πᾰλαιστιαῖος	ον		
πεντα-πάλαιστος	ον		
πεντά-πεδος	ον		
πεντα-πέτᾰλον	τό		
πεντα-πετές	τό	έος	
πεντα-πέτηλον	τό		
πενταπλᾰσι-επίπεμπτος	ον		
πενταπλᾰσι-επιτέταρτος	ον		
πενταπλᾰσι-επίτρῐτος	ον		
πενταπλά̆σι-ος	ον		
πενταπλᾰσι-ότης	ἡ	ητος	
πενταπλᾰσί-ων	ον		
πεντά-πλεθρος	ον		
πεντά-πλευρον	τό		
πεντά-πλοκος	ον		
πεντα-πλόος	ον		
πεντά-πολις	ἡ		
πεντά-πορος	ον		
πεντα-πρωτεία	ἡ		
πεντά-πτωτος	ον		
πεντά-πῠλος	ον		
πεντ-άρουρος	ὁ		
πεντά-ρραβδος	ον		
πεντά-ρρᾱγος	ον		
πενταρτᾰβ-ία	ἡ		
πενταρτᾰβ-ιαῖος	ον		
πενταρχία	ἡ		
πεντάς	ἡ	άδος	
πεντά-σημος	ον		
πεντά-σκαλμος	ον		σκαλμοί
πεντα-σπίθᾰμος	ον		
πεντα-στᾰδιαῖος	ον		
πεντα-στάδιος	ον		
πεντα-στάτηρος	ον		
πεντά-στῐχος	ον		
πεντά-στοιχος	ον		
πεντά-στομος	ον		
πεντα-συλλᾰβία	ἡ		
πεντά-σχημος	ον		
πεντά-σχοινος	ον		
πεντα-τάλαντος	ον		
πεντά-τευχος	ὁ		
πεντά-τομον	τό		
πεντα-φάρμᾰκος	ον		
πεντα-φῠής	ές		
πεντα-φύλᾰκος	ον		
πεντα-φῡλία	ἡ		
πεντα-φύλλος	ον		
πεντά-φυλλον	τό		
πεντᾰ-χοίνῐκος	ον		
πεντά̆-χοος	ον		
πεντά̆-χορδος	ον		
πεντάχρονος	ον		
πεντέ-βαθμος	ον		
πεντε-βάλᾰνος	ον		
πεντέ-γραμμος	ον		
πεντε-δάκτῠλος	ον		
πεντε-δραχμία	ἡ		
πεντέ-δραχμος	ον		
πεντεκαιδεκά-γωνον	τό		
πεντεκαιδεκα-ετηρίς	ἡ	ίδος	
πεντεκαιδεκα-ετής	ές		
πεντεκαιδεκα-μναῖος	ον		
πεντεκαιδεκα-νᾱΐα	ἡ		
πεντεκαιδέκανδρος	ὁ		
πεντεκαιδεκα-πλάσιος	ον		
πεντεκαιδεκα-πλᾰσίων	ον		
πεντεκαι-δεκᾰταῖος	ον		
πεντεκαι-δεκᾰτάλαντος	ον		
πεντεκαι-δεκᾰτημόριον	τό		
πεντεκαι-δέκᾰτος	ον		
πεντεκαι-δεκάχορδος	ον		
πεντεκαι-δεχήμερος	ον		
πεντεκαι-εικοσάσημος	ον		
πεντεκαι-πεντηκονταετής	ές		
πεντεκαι-τεσσᾰρᾰκονθήμερος	ον		
πεντεκαι-τριᾱκοντάμετρος	ον		
πεντέ-κλῑνον	τό		
πεντέ-κοσμος	ον		
πεντέ-κτενος	ον		κτείς 8b
πεντέ-λοιπος	ον		
πεντέ-μηνον	τό		
πεντε-μῡριομέδιμνος	ον		
πεντέ-μῠχος	ον		
πεντενῐαύσιος	ον		
πεντε-πάλαστος	ον		
πεντεπικαιδέκᾰτος	ον		
πεντε-σύριγγος	ον		
πεντε-τάλαντος	ον		
πεντ-ετηρίς	ἡ	ίδος	
πεντέ-χαλκον	τό		
πεντέ-χρονον	τό		
πεντηκονθήμερος	ον		
πεντηκοντά-δραχμος	ον		
πεντηκοντα-ετηρίς	ἡ	ίδος	
πεντηκοντα-ετής	ές		
πεντηκοντα-ετία	ἡ		
πεντηκοντα-κάρηνος	ον		
πεντηκοντα-κέφᾰλος	ον		
πεντηκοντά-κολλος	ον		
πεντηκοντά-λῑτρος	ον		
πεντηκοντα-μη-ναῖος	ον		
πεντηκοντα-μναῖος	ον		
πεντηκοντά-παις	ὁ	παιδος	
πεντηκοντά-πλεθρος	ον		
πεντηκονταρχ-ία	ἡ		
πεντηκόνταρχ-ος	ὁ		
πεντηκοντάς	ἡ	άδος	
πεντηκοντα-στάτηρον	τό		
πεντηκοντα-τᾰλαντία	ἡ		
πεντηκοντά-χοος	ον		χέω
πεντηκόντ-ερος	ἡ		sc. ναῦς
πεντηκοντ-ήρ	ὁ	ῆρος	
πεντηκοντόγῠος	ον		γύης
πεντηκοντομέσοδμος	ον		
πεντηκοντόργυιος	ον		
πεντηκοντοφύλαξ	ὁ	ᾰκος	
πεντηκοστ-αῖος	ον		
πεντηκόστ-αρχος	ὁ		
πεντηκοστό-εκτος	ον		
πεντηκοστο-λόγιον	τό		
πεντηκοστο-λόγος	ὁ		
πεντηκοστό-πρωτος	ον		
πεντηκοστ-ύς	ἡ	ύος	
πεντηκοστ-ώνης	ὁ	ου	
πεντήρης	ἡ		sc. ναῦς
πεντό-δρῠον	τό		
πέντ-οζος	ον		
πεντ-όργυιος	ον		
πεντ-ορκία	ἡ		
πεντ-όροβος	ὁ		
πεντ-ώβολος	ον		ὀβολός
πεντ-ώγκιον	τό		
πεντ-ώνῠμος	ον		
πεντ-ώνῠχος	ον		
πεντ-ώροφος	ον		ὄροφος
πεντ-ώρῠγος	ον		
πέξις	ἡ	εως	πέκω
πέος	τό	εος	
πέπ-ᾰνος	ον		
πέπ-ανσις	ἡ	εως	
πεπασμός	ὁ		
πέπειρᾰ	ἡ		
πέπειρος	ον		
πεπερᾶτος	ον		
πέπερῐ	τό		
πεπερό-γᾰρον	τό		
πεπερό-ζωμος	ὁ		
πεπλίς	ἡ	ίδος	
πεπλο-γρᾰφία	ἡ		
πεπλο-δόχος	ον		
πεπλο-θήκη	ἡ		
πεπλο-ποιία	ἡ		
πέπλος	ὁ		
πέπλῠφος	ὁ		
πέπλωμα	τό	ατος	
πεποίθ-ησις	ἡ	εως	
πεποιθ-ία	ἡ		
πεπόνθ-ησις	ἡ	εως	
πεπρᾰδίλη	ἡ		πέρδομαι
πεπρίλος	ὁ		
πεπτήριος	ον		
πέπτ-ρια	ἡ		
πέπων	ον		
πέρα	ἡ		
περαίας	ὁ	ου	κεστρεύς
περαίη	ἡ		
περαῖ-ος	ον		πέραν
περαίτερος	ον		
Περᾱΐ̄της	ὁ	ου	
περαίωσις	ἡ	εως	
πέρᾱμα	τό	ατος	
περάν-της	ὁ	ου	
πέρᾰς	τό	ᾰτος	
περ-άσιμος	ον		περάω A
πέρ-ᾱσις	ἡ	εως	
περ-ασμός	ὁ		περαίνω
περά̆τ-η	ἡ		
περᾱτ-ής	ὁ	οῦ	περάω A
περᾰτοειδής	ές		
περά̆τ-ωσις	ἡ	εως	
Πέργᾰμος	ἡ		
Περγᾰσή	ἡ		
πέργουλος	ὁ		
περδίκ-ειος	ον		
περδικ-ιάς	ἡ	άδος	
περδικ-ῐδεύς	ὁ	έως	
περδίκ-ιον	τό		
περδικ-ίτης	ὁ		sc. λίθος
περδῑκο-θήρας	ὁ	ου	
περδῑκο-τροφεῖον	τό		
περδῑκο-τρόφος	ον		
περητήριον	τό		περάω A
περι-ᾱγή	ἡ		περιάγνυμι
περι-ᾱγής	ές		
περιαγν-ίστρια	ἡ		
περιᾰγόρ-αιος	ὁ		
περιᾰγορ-ευτής	ὁ	οῦ	
περιᾰγωγ-εύς	ὁ	έως	
περιᾰγωγ-ή	ἡ		
περιᾰγωγ-ίς	ἡ	ίδος	
περιάθρ-ησις	ἡ	εως	
περιαίρ-εμα	τό	ατος	
περιαίρ-εσις	ἡ	εως	
περιαιρ-ετέος	ον		
περίακτος	ον		περιάγω
περιάλγ-ημα	τό	ατος	
περιαλγ-ής	ές		ἄλγος
περι-άλειμμα	τό	ατος	
περιᾰληθής	ές		
περιᾰλῐφή	ἡ		
περιαλλόκαυλος	ον		
περίαλλος	ον		
περίαλλος	ὁ		
περιᾰμαρτ-ισμός	ὁ		
περίαμμα	τό	ατος	περιάπτω
περιαμφίς	ἡ	ίδος	
περιάμφοδος	ον		
περιανθ-ής	ές		
περί-απτος	ον		
περιάργῠρ-ος	ον		
περιάρ-οσις	ἡ	εως	
περίαρσις	ἡ	εως	
περίᾳσις	ἡ	εως	
περιατμισμός	ὁ		
περιαύγ-ασμα	τό	ατος	
περιαυγ-ασμός	ὁ		
περιαύγ-εια	ἡ		
περιαυγ-ή	ἡ		
περιαυγ-ής	ές		
περίαυγ-ος	ον		
περι-αύλισμα	τό	ατος	
περί-αυλον	τό		
περιαυτο-λογία	ἡ		
περιαυχένιος	ον		αὐχήν
περίβᾰσις	ἡ	εως	περιβαίνω
περιβασώ	ἡ	οῦς	περιβαίνω
περί-βλεπτος	ον		
περι-βλεπτότης	ἡ	ητος	
περί-βλεψις	ἡ	εως	
περί-βλημα	τό	ατος	
περί-βλησις	ἡ	εως	
περίβληχρος	ον		
περιβο-ησία	ἡ		
περιβό-ησις	ἡ	εως	
περιβό-ητος	ον		
περιβολ-άδιον	τό		
περιβόλ-αιον	τό		περιβάλλω
περιβολ-ή	ἡ		
περιβόλιον	τό		
περίβολος	ον		περιβάλλω
περιβόρειος	ον		
περίβουνος	ον		
περιβρᾰχῑόνιος	ον		
περιβρῠής	ές		
περιβρύχιος	ον		
περί-βρωσις	ἡ	εως	
περί-βρωτος	ον		
περιβώμ-ιος	ον		
περιβωμ-ίς	ἡ	ίδος	
περιβωμ-ισμός	ὁ		
περίβωτος	ον		
περίγειος	ον		
περιγειότης	ἡ	ητος	
περιγηθής	ές		
περιγλᾰγής	ές		γλάγος
περιγλην-ής	ές		
περίγλισχρος	ον		
περι-γλῠφή	ἡ		
περί-γλῠφον	τό		
περί-γλυψις	ἡ	εως	
περίγλωσσος	ον		
περιγλωττίς	ἡ	ίδος	
περιγλώχῑν	ὁ	ῑνος	
περί-γομφος	ον		
περιγονᾰτίς	ἡ	ίδος	
περίγρα	ἡ		
περί-γραμμα	τό	ατος	
περί-γραπτος	ον		
περι-γρᾰφή	ἡ		
περι-γράφιον	τό		
περιγῡρ-ίς	ἡ	ίδος	
περιγώνιον	τό		
περιδαίδᾰλος	ον		
περιδέεια	ἡ		
περιδεής	ές		δέος
περίδειλος	ον		
περίδειπν-ον	τό		
περι-δειρίδιον	τό		δειρή
περί-δειρον	τό		
περιδέξιος	ον		
περι-δέραιος	ον		δέρη
περι-δερίς	ἡ	ίδος	
περίδεσ-ις	ἡ	εως	
περιδέσ-μιος	ον		
περίδεσ-μος	ὁ		
περίδετος	ον		
περίδηλος	ον		
περίδημα	τό	ατος	
περιδήρ-ῑτος	ον		
περιδῑν-ής	ές		
περιδί̄ν-ησις	ἡ	εως	
περιδῑν-ήτειρα	ἡ		
περιδῑν-ητής	ὁ	οῦ	
περιδί̄ν-ητος	ον		
περίδῑν-ος	ὁ		
περιδόμ-ημα	τό	ατος	
περιδορά	ἡ		
περίδοσις	ἡ	εως	περιδίδομαι
περί-δραξις	ἡ	εως	
περιδρομ-εύς	ὁ	έως	
περιδρομ-ή	ἡ		
περιδρομ-ίς	ἡ	ίδος	
περίδρομ-ος	ον		
περίδρομ-ος	ὁ		
περιειλ-άς	ἡ	άδος	
περιείλ-ημα	τό	ατος	
περιείλ-ησις	ἡ	εως	
περιέλᾰσις	ἡ	εως	
περιέλευσις	ἡ	εως	
περι-ελιγμός	ὁ		
περιελκ-υσμός	ὁ		
περιεργ-ᾰσία	ἡ		
περιεργ-ία	ἡ		
περίεργος	ον		
περίερκτος	ον		
περίεφθος	ον		ἕψω
περιεχής	ές		
περίζυξ	ὁ	ῠγος	
περί-ζωμα	τό	ατος	
περι-ζωμᾰτίας	ὁ	ου	
περι-ζωμάτιον	τό		
περί-ζωσις	ἡ	εως	
περι-ζώστρα	ἡ		
περιήγ-ημα	τό	ατος	
περιηγ-ής	ές		
περιήγ-ησις	ἡ	εως	
περιηγ-ητής	ὁ	οῦ	
περιήθημα	τό	ατος	
περιήλῠσις	ἡ	εως	
περιηχ-ή	ἡ		
περιήχ-ημα	τό	ατος	
περιήχ-ησις	ἡ	εως	
περι-θαλπής	ές		
περιθαμβής	ές		
περιθαρσ-ής	ές		
περιθέλ-ωμα	τό	ατος	
περιθέλ-ωσις	ἡ	εως	
περίθεμα	τό	ατος	
περίθερμος	ον		
περι-θέσιμος	ον		
περί-θεσις	ἡ	εως	
περί-θετος	ον		περιτίθημι
περι-θήκη	ἡ		
περί-θλᾰσις	ἡ	εως	
περί-θραυσις	ἡ	εως	
περίθριξ	ὁ	τρῐχος	
περιθρόνιος	ον		
περιθρύλητος	ον		
περίθῡμος	ον		
περίθῠρ-ον	τό		
περιίδρωσις	ἡ	εως	
περίῐσος	ον		
περικᾰής	ές		
περικά̆θᾰρ-μα	τό	ατος	
περικά̆θᾰρ-σις	ἡ	εως	
περικᾰθᾰρ-τής	ὁ	οῦ	
περικάθ-ισις	ἡ	εως	
περικά̆κ-ησις	ἡ	εως	
περίκᾰκ-ος	ον		
περικᾰλᾰμῖτις	ἡ	ιδος	
περικᾰλίνδησις	ἡ	εως	
περικαλλής	ές		κάλλος
περι-κάλυμμα	τό	ατος	
περι-κᾰλῠφή	ἡ		
περικαμπ-ή	ἡ		
περικαμπ-ής	ές		
περικάρδιος	ον		καρσία
περικαρπῐάκανθος	ον		
περικάρπιον	τό		
περικαρφισμός	ὁ		κάρφος
περικατά-λᾱμψις	ἡ	ιος	
περικατά-ληπτος	ον		
περικατά-ληψις	ἡ	εως	
περικατωτροπή	ἡ		
περί-καυσις	ἡ	εως	
περί-καυστος	ον		
περικέλλιον	τό		
περικεφάλ-αιος	ον		
περικέφαλ-ον	τό		
περίκηλος	ον		κηλόν
περίκηπος	ὁ		
περικῑ-όνιος	ὁ		
περικί̄-ων	ον		
περικλᾰδής	ές		
περί-κλᾰσις	ἡ	εως	
περικλεής	ές		
Περίκλειος	ον		
περί-κλεισις	ἡ	εως	
περί-κλεισμα	τό	ατος	
περικλήϊστος	ον		
περικλῐνής	ές		
περί-κλῑνον	τό		
περί-κλῐσις	ἡ	εως	
περί-κλιτρον	τό		
περικλύμενον	τό		
περί-κλῠσις	ἡ	εως	
περί-κλυσμα	τό	ατος	
περι-κλυσμός	ὁ		
περί-κλυστος	ον		
περικνημ-ίς	ἡ	ῖδος	
περικνίδιον	τό		
περικομ-ῐδή	ἡ		
περί-κομμα	τό	ατος	
περι-κομμάτιον	τό		
περίκομος	ον		
περίκομψος	ον		
περι-κονδῠλο-πωρο-φίλα	ἡ		
περι-κοπή	ἡ		
περι-κοπίς	ἡ	ίδος	
περι-κόπτης	ὁ	ου	
περικόρημα	τό	ατος	
περικόσμ-ιος	ον		
περίκοσμ-ος	ον		
περίκουρος	ον		περικείρω
περικόχλιον	τό		κοχλίας
περικράνιος	ον		
περίκρᾱνον	τό		
περικρᾰτ-ής	ές		
περικρά̆τ-ησις	ἡ	εως	
περικρεμ-ής	ές		
περίκρημνος	ον		
περί-κροτος	ον		
περί-κτησις	ἡ	εως	
περί-κτητος	ον		
περικῡδής	ές		
περικυκλ-άς	ἡ	άδος	
περικύκλ-ησις	ἡ	εως	
περικύκλ-ιον	τό		
περικύκλ-ωσις	ἡ	εως	
περικύ̆λ-ῑσις	ἡ	εως	
περικύμων	ον		
περίκυρτ-ος	ον		
περίκῡφ-ος	ον		
περιλᾰβεύς	ὁ	έως	
περιλά̆λ-ημα	τό	ατος	
περιλά̆λ-ησις	ἡ	εως	
περιλά̆λ-ητος	ον		
περίλᾰλ-ος	ον		
περι-λαμπής	ές		
περί-λαμψις	ἡ	εως	
περιλεγνής	ές		λέγνη
περίλειμμα	τό	ατος	
περίλεξις	ἡ	εως	
περιλεσχήνευτος	ον		λέσχη
περιλεύκ-ιος	ὁ		sc. λίθος
περίλευκ-ος	ον		
περί-λημμα	τό	ατος	
περίληψις	ἡ	εως	
περιλίπᾰρος	ον		
περιλῐπής	ές		
περιλίχμ-ησις	ἡ	εως	
περίλοιπος	ον		
περιλῡπ-ία	ἡ		
περίλῡπ-ος	ον		
περίλῠσις	ἡ	εως	
περιμάδᾰρος	ον		
περιμάθησις	ἡ	εως	
περιμάκτρια	ἡ		περιμάσσω
περιμᾰνής	ές		
περιμάρμᾰρος	ον		
περιμάχ-ητος	ον		
περιμεμφής	ές		
περίμεσος	ον		
περίμεστος	ον		
περί-μετρον	τό		
περί-μετρος	ον		μέτρον
περιμετωπίδιος	ον		
περιμήκ-ετος	ον		
περίμητρος	ον		μήτρα
περιμῡκ-ής	ές		
περιναιέτ-ης	ὁ	ου	
περινάϊος	ον		
περιναύτιος	ον		
περίνεος	ὁ		
περί-νευσις	ἡ	εως	
περινέφελος	ον		
περίνεφρος	ον		
περίνεως	ὁ		
περίνημα	τό	ατος	
περίνησος	ον		
περινό-ησις	ἡ	εως	
περίνοια	ἡ		
περινομή	ἡ		νέμω
περίνοος	ον		νοέω
περινόστ-ησις	ἡ	εως	
περινότ-ῐσις	ἡ	εως	
περίξηρος	ον		
περί-ξῡσις	ἡ	εως	
περί-ξυσμα	τό	ατος	
περι-ξυστήρ	ὁ	ῆρος	
περι-ξύστης	ὁ	ου	
περίογκος	ον		
περιοδ-εία	ἡ		
περιοδ-εύσιμος	ον		
περιόδ-ευσις	ἡ	εως	
περιοδ-ευτής	ὁ	οῦ	
περιόδ-ιον	τό		
περιοδονίκης	ὁ	ου	
περίοδος	ὁ		
περίοδος	ἡ		Dor. πέροδος, q.v.
περιοικ-ία	ἡ		
περιοίκ-ιον	τό		
περιοικ-ίς	ἡ	ίδος	
περιοικοδόμ-ημα	τό	ατος	
περιοικοδόμ-ησις	ἡ		
περιοικοδομ-ία	ἡ		
περίοικος	ον		
περιοιστ-έος	ον		
περίοιστ-ος	ον		
περιοκωχή	ἡ		
περιολίσθ-ησις	ἡ	εως	
περιολκή	ἡ		περλέλκω
περιοπτέος	ον		περιοράω
περίοπτος	ον		
περιοργ-ής	ές		
περίορθρος	ον		
περιόρ-ισμα	τό	ατος	
περιορ-ισμός	ὁ		
περιόρ-ιστος	ον		
περίοσμος	ον		
περιόστεος	ον		
περιουργός	ὁ		
περιουσί-α	ἡ		περίειμι (εἰμί sum
περιουσι-ασμός	ὁ		
περιούσι-ος	ον		
περιοφθάλμιος	ον		
